f, RPR, RBV, F_last, Recl_last
660.108,0.78505,0.833631,0.158483,326004
660.077,0.784707,0.833267,0.158757,325567
660.059,0.784394,0.832934,0.159006,325172
660.045,0.784478,0.833024,0.158939,325278
660.025,0.784495,0.833042,0.158926,325298
659.999,0.784548,0.833098,0.158884,325365
659.979,0.784715,0.833275,0.15875,325580
659.95,0.784877,0.833448,0.158621,325786
659.928,0.78501,0.833589,0.158515,325954
659.888,0.785063,0.833645,0.158473,326021
660.234,0.785011,0.833589,0.158515,325954
659.882,0.785052,0.833633,0.158482,326006
659.871,0.784898,0.83347,0.158604,325811
659.854,0.784643,0.833199,0.158809,325486
659.831,0.78436,0.832898,0.159036,325123
659.805,0.784228,0.832758,0.159143,324952
659.802,0.784281,0.832815,0.1591,325020
659.785,0.78426,0.832792,0.159117,324993
659.756,0.784385,0.832925,0.159017,325152
659.724,0.784684,0.833242,0.158778,325534
659.773,0.785049,0.83363,0.158485,326001
659.706,0.784849,0.833418,0.158645,325746
659.696,0.784864,0.833434,0.158633,325764
659.679,0.784809,0.833376,0.158678,325692
659.66,0.784682,0.83324,0.158779,325529
659.645,0.784591,0.833144,0.158853,325413
659.63,0.784442,0.832985,0.158973,325220
659.618,0.784451,0.832995,0.158966,325232
659.616,0.784511,0.833059,0.158918,325307
659.612,0.784488,0.833034,0.158937,325278
659.606,0.784569,0.833121,0.158872,325382
659.601,0.784638,0.833194,0.158816,325469
659.599,0.784643,0.833199,0.158812,325475
659.6,0.784626,0.833181,0.158826,325452
659.598,0.784635,0.83319,0.158819,325464
659.598,0.784603,0.833157,0.158845,325423
659.598,0.784567,0.833118,0.158874,325377
659.598,0.784564,0.833115,0.158877,325372
659.598,0.784565,0.833116,0.158875,325374
659.598,0.784569,0.833121,0.158872,325379
659.598,0.784575,0.833127,0.158867,325387
659.598,0.784582,0.833134,0.158862,325396
659.598,0.78459,0.833143,0.158856,325406
659.598,0.784599,0.833153,0.158848,325418
659.597,0.784612,0.833165,0.158838,325433
659.597,0.784628,0.833183,0.158825,325454
659.597,0.784651,0.833207,0.158807,325483
659.596,0.784682,0.83324,0.158782,325523
659.595,0.784724,0.833285,0.158748,325577
659.594,0.784803,0.833369,0.158685,325677
659.594,0.784779,0.833343,0.158704,325647
659.592,0.784833,0.833401,0.15866,325717
659.589,0.784861,0.83343,0.158638,325752
659.585,0.784847,0.833416,0.158649,325736
659.58,0.784763,0.833326,0.158716,325629
659.579,0.784646,0.833202,0.15881,325480
659.578,0.784589,0.833141,0.158856,325406
659.578,0.784541,0.833091,0.158894,325346
659.577,0.784517,0.833066,0.158913,325315
659.577,0.784499,0.833046,0.158928,325291
659.577,0.784489,0.833035,0.158936,325278
659.576,0.784489,0.833035,0.158936,325278
659.574,0.784508,0.833056,0.158921,325302
659.574,0.784508,0.833056,0.158921,325302
659.574,0.784508,0.833056,0.158921,325302
659.554,0.784502,0.833052,0.158921,325303
659.36,0.784445,0.83302,0.158921,325311
657.923,0.783875,0.832694,0.158921,325389
656.113,0.783131,0.832328,0.158912,324312
653.029,0.782101,0.830139,0.158843,323668
647.465,0.779692,0.826691,0.158725,322465
637.99,0.775934,0.820686,0.158477,321141
626.847,0.769881,0.806554,0.158098,318978
625.276,0.763797,0.806421,0.158054,320324
622.707,0.763675,0.804798,0.157929,320751
618.413,0.763312,0.805692,0.157839,322162
611.932,0.762732,0.802798,0.157749,324803
602.971,0.761174,0.799639,0.157815,330015
608.834,0.758326,0.793638,0.157869,336060
599.58,0.760109,0.797296,0.157835,332290
597.737,0.75723,0.79327,0.157805,332098
594.954,0.754857,0.789562,0.157709,330437
590.568,0.750737,0.785114,0.157524,326933
590.998,0.744207,0.768992,0.157098,321885
588.429,0.747569,0.777219,0.157318,324487
585.964,0.746852,0.777533,0.157922,329348
582.269,0.745001,0.77255,0.157833,329233
577.094,0.743312,0.77123,0.157862,329356
575.567,0.740624,0.766273,0.158198,328342
573.04,0.739646,0.763588,0.15864,328828
569.541,0.738354,0.762286,0.15884,325272
570.556,0.735417,0.756477,0.159523,318805
567.995,0.737041,0.759692,0.15914,322411
565.217,0.736171,0.758079,0.159583,321263
560.744,0.734522,0.754558,0.160444,319366
557.908,0.73146,0.750785,0.16147,310878
552.777,0.73004,0.747558,0.162577,309196
550.254,0.727282,0.743894,0.164509,303041
546.359,0.726105,0.745354,0.165283,297271
540.694,0.724128,0.744783,0.167341,292893
555.961,0.722886,0.758706,0.168363,270863
539.421,0.723835,0.747847,0.16757,287806
537.1,0.723579,0.750699,0.168215,283861
533.538,0.722978,0.75609,0.169417,276742
529.498,0.723088,0.771413,0.171015,265732
528.097,0.723468,0.785819,0.172161,257021
526.302,0.723236,0.794767,0.1729,251372
522.826,0.722452,0.807411,0.173876,243505
522.586,0.722284,0.822851,0.175022,234550
520.97,0.722329,0.814071,0.174381,239515
518.324,0.722377,0.820671,0.174958,237615
513.679,0.722572,0.834656,0.176117,234093
508.07,0.723532,0.8626,0.178231,227826
501.594,0.726229,0.911912,0.18005,219007
502.463,0.732849,0.985226,0.181952,201666
497.468,0.729834,0.950707,0.181076,209455
505.411,0.731913,0.991338,0.180959,205128
496.023,0.730558,0.964575,0.181035,207945
496.27,0.728642,0.977767,0.179563,212663
495.342,0.729625,0.970908,0.180316,210231
494.456,0.728588,0.976497,0.17933,212504
494.554,0.727075,0.991223,0.178318,217586
493.948,0.727815,0.983496,0.178823,215031
493.484,0.72802,0.989526,0.177659,215852
493.103,0.727006,0.99214,0.177715,218081
492.72,0.726121,0.99201,0.177956,219294
492.158,0.724811,0.991101,0.178515,220152
491.267,0.725995,1.006,0.181566,211803
495.349,0.725463,1.01058,0.180371,214963
491.169,0.725936,1.00653,0.18141,212213
491.053,0.726357,1.0084,0.181142,212197
490.881,0.726875,1.01014,0.180509,213166
490.621,0.727858,1.01157,0.17876,216385
490.513,0.732867,1.04074,0.176351,213759
490.311,0.734329,1.04912,0.175001,215028
489.919,0.735394,1.05277,0.17276,220286
489.398,0.734971,1.0538,0.17248,221281
488.682,0.727606,1.02475,0.185717,198725
487.552,0.708466,0.941659,0.202771,185711
500.256,0.68313,0.847638,0.23743,152874
487.41,0.702274,0.917352,0.210982,176864
487.149,0.702725,0.919141,0.21035,177611
485.132,0.707221,0.937217,0.204129,185259
481.176,0.701133,0.914298,0.209041,183841
474.322,0.696252,0.898325,0.213334,182617
462.943,0.707767,0.944691,0.200576,198293
455.288,0.69914,0.910503,0.19793,224219
448.417,0.716125,0.974082,0.174674,265738
452.613,0.717988,1.00474,0.187351,212282
446.209,0.716862,0.985698,0.179558,243273
444.37,0.713073,0.984778,0.188095,224010
442.017,0.71487,0.997704,0.184562,230389
438.481,0.716734,0.999337,0.177971,243723
433.789,0.711186,0.984203,0.174554,261024
432.34,0.708967,0.982896,0.171943,267029
430.042,0.711034,0.997178,0.170377,268831
427.282,0.708978,1.00198,0.172299,267441
426.973,0.706205,1.0053,0.172982,269082
426.409,0.706285,1.00536,0.172952,269165
425.419,0.706463,1.00659,0.173391,266936
423.929,0.705529,1.00178,0.172882,270499
424.439,0.702898,1.00628,0.175734,263803
423.232,0.704332,1.00375,0.174167,267448
422.634,0.705838,1.00877,0.174168,263711
422.03,0.703645,0.998257,0.174359,267673
421.092,0.703296,1.00087,0.17252,274834
419.699,0.702966,1.00412,0.172895,273565
418.268,0.698284,0.991397,0.173073,280909
417.021,0.698286,0.999807,0.173533,277505
417.454,0.697886,1.01544,0.176737,262050
416.416,0.698071,1.00683,0.175003,270269
415.72,0.697558,1.00918,0.174808,269979
415.173,0.698396,1.01812,0.172972,273551
414.747,0.697634,1.01274,0.1718,277983
414.273,0.696542,1.01025,0.171871,278836
413.727,0.695404,1.00782,0.172722,277145
413.365,0.694567,1.00977,0.174807,270400
412.908,0.693555,1.00209,0.17576,269495
412.569,0.694913,1.00314,0.172275,280039
412.237,0.696015,1.00736,0.172705,276416
411.833,0.6984,1.01839,0.17324,271094
411.548,0.699615,1.02628,0.173611,268847
411.304,0.700464,1.02916,0.174021,266959
411.032,0.700453,1.03009,0.174826,265984
410.885,0.699942,1.02817,0.177118,261842
410.756,0.699544,1.02663,0.177405,261858
410.615,0.698308,1.02437,0.178016,261544
410.463,0.698303,1.02698,0.178553,260041
410.23,0.699921,1.03732,0.178242,259534
410.039,0.701374,1.05135,0.178868,256629
409.959,0.702789,1.06196,0.178085,257126
409.867,0.702825,1.06322,0.178416,256660
409.725,0.70273,1.06467,0.179109,255872
409.639,0.703111,1.07226,0.181044,252829
409.528,0.703005,1.07067,0.180738,253934
409.434,0.702719,1.06807,0.180895,254348
409.321,0.70304,1.06744,0.181189,255150
409.247,0.701599,1.05827,0.182251,255201
409.211,0.701651,1.05644,0.1822,256119
409.18,0.700864,1.05063,0.182405,256986
409.159,0.700105,1.04459,0.181933,259578
409.139,0.699529,1.0398,0.18139,262162
409.111,0.69879,1.03345,0.180257,266895
409.086,0.69816,1.02825,0.179383,270839
409.063,0.697792,1.02479,0.178604,273764
409.038,0.697905,1.025,0.17861,273953
409.014,0.698309,1.02723,0.17885,272426
408.99,0.698969,1.03244,0.179842,268747
408.968,0.699381,1.03586,0.180695,265911
408.951,0.699773,1.04014,0.181402,263450
408.942,0.699803,1.04012,0.181542,263428
408.933,0.699787,1.04039,0.181606,263454
408.925,0.699659,1.03938,0.181684,263563
408.914,0.69955,1.03845,0.181851,263337
408.904,0.699618,1.03831,0.181846,263036
408.894,0.699762,1.03863,0.181692,263048
408.885,0.700034,1.03982,0.181325,263329
408.875,0.700145,1.04007,0.180852,264314
408.866,0.700136,1.03991,0.180471,265367
408.857,0.699787,1.03766,0.180287,266611
408.846,0.699345,1.03509,0.180336,267407
408.836,0.698952,1.0329,0.180611,267466
408.823,0.698831,1.03281,0.181033,266491
408.808,0.698985,1.03449,0.181469,265016
408.792,0.699519,1.03905,0.181756,263012
408.78,0.69998,1.04234,0.181655,262364
408.774,0.700294,1.04455,0.181395,262358
408.769,0.70029,1.04427,0.181197,262940
408.763,0.700125,1.04305,0.181103,263663
408.755,0.699852,1.04127,0.181103,264255
408.744,0.69955,1.03954,0.181255,264592
408.733,0.699534,1.04035,0.181495,263967
408.724,0.699698,1.04252,0.181628,263148
408.718,0.700064,1.04629,0.18163,262260
408.712,0.700404,1.0496,0.181448,261838
408.707,0.700553,1.05115,0.1813,261891
408.702,0.700541,1.05157,0.181262,262044
408.696,0.700374,1.05064,0.181321,262345
408.686,0.700202,1.05021,0.181563,262284
408.676,0.699959,1.04899,0.181869,262229
408.668,0.7,1.05013,0.182073,261776
408.664,0.699998,1.05012,0.182025,261977
408.661,0.70009,1.05135,0.181909,262105
408.658,0.700063,1.05171,0.181731,262586
408.656,0.699963,1.05192,0.181597,263126
408.654,0.699873,1.05211,0.181556,263429
408.652,0.699737,1.05174,0.181546,263795
408.648,0.699591,1.05153,0.181615,264020
408.645,0.699435,1.05097,0.181713,264197
408.644,0.69937,1.05064,0.181804,264096
408.643,0.699334,1.04995,0.181846,264019
408.642,0.699325,1.04955,0.181862,263963
408.642,0.699315,1.04902,0.181834,264010
408.641,0.699319,1.04886,0.181801,264108
408.641,0.699337,1.04905,0.181784,264128
408.64,0.699381,1.04958,0.181807,264052
408.64,0.699435,1.05027,0.18187,263808
408.64,0.699482,1.05079,0.18195,263552
408.639,0.699512,1.0511,0.182023,263310
408.639,0.699529,1.05123,0.182087,263133
408.639,0.699534,1.05129,0.182129,263033
408.639,0.699529,1.05134,0.182141,263045
408.638,0.699521,1.05152,0.182116,263155
408.638,0.699516,1.05178,0.182074,263289
408.638,0.699519,1.05202,0.182041,263371
408.638,0.699523,1.05217,0.182022,263410
408.638,0.699527,1.05229,0.182009,263439
408.638,0.699526,1.05235,0.182005,263469
408.638,0.699516,1.05229,0.182022,263503
408.637,0.69949,1.05209,0.182072,263525
408.637,0.69946,1.05185,0.182143,263510
408.637,0.699439,1.05172,0.182204,263470
408.637,0.699431,1.05171,0.182239,263435
408.637,0.699426,1.05174,0.18226,263418
408.637,0.69942,1.05178,0.182271,263429
408.637,0.699411,1.05179,0.182273,263485
408.637,0.699401,1.05175,0.182266,263579
408.637,0.699394,1.05168,0.182257,263665
408.637,0.699395,1.05164,0.182256,263702
408.637,0.699401,1.05163,0.182264,263707
408.637,0.699418,1.05167,0.182284,263675
408.637,0.699449,1.05178,0.182326,263600
408.637,0.699503,1.05202,0.1824,263456
408.637,0.699568,1.05233,0.182495,263268
408.636,0.699589,1.05245,0.182526,263202
408.636,0.699593,1.05249,0.182545,263189
408.636,0.699581,1.05243,0.182535,263232
